isolated_by,landscape,latitude,longitude,place,species,strain,substrate
Randy Cassada,Urban garden,47.99,7.84,"University of Freiburg, Freiburg, Germany",Caenorhabditis elegans,RC301,compost heap
NA,,,,,Caenorhabditis elegans,RW6999,
Victor Marc Nigon,Urban garden,44.85,0.48,"Bergerac, France",Caenorhabditis elegans,RW7000,soil
Walter Sudhaus,Botanical garden zoo,23.1,113.3,"Guangzhou, China",Caenorhabditis sp. 5,SB378,soil
NA,,,,,Caenorhabditis elegans,TR388,
NA,,,,,Caenorhabditis elegans,TR389,
NA,,,,,Caenorhabditis elegans,TR403,
NA,,,,"Kuala Lumpur, Malaysia",Brugia malayi,TRS,
NA,,,,,Trichurus suis,T_suis_DCEP-RM93F_isolate,
NA,,,,,Trichuris suis,T_suis_DCEP-RM93M_isolate,
NA,,,,,Caenorhabditis briggsae,UH1,
NA,,,,,Caenorhabditis elegans,VC2010,
NA,,,,,Caenorhabditis briggsae,VT847,
NA,,30.61,114.32,"Wuhan, Hubei, China",Caenorhabditis briggsae,VX33,snail
NA,,31.64,113.82,"Guangshui, Hubei, China",Caenorhabditis briggsae,VX34,rotting bamboo leaves
Joost Riksen,Rural garden,51.9753,5.69483,"Wageningen, Netherlands",Caenorhabditis elegans,WN2002,compost heap
Joost Riksen,Rural garden,51.9753,5.69483,"Wageningen, Netherlands",Caenorhabditis elegans,WN2003,compost heap
